"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Leave",29,"male","single","sales","sales_representative",1,4,1,"Bachelor","technical_degree","travel_frequently",80,"no",1091
"Stay",39,"female","married","sales","sales_executive",2,1,3,"Master","life_sciences","non_travel",80,"no",5736
"Stay",27,"male","married","research_development","research_scientist",1,3,2,"Master","technical_degree","travel_rarely",80,"no",2226
"Stay",34,"male","married","research_development","research_scientist",2,2,4,"Master","other","travel_frequently",80,"yes",5747
"Leave",28,"female","single","sales","sales_executive",2,3,3,"College","marketing","travel_rarely",80,"yes",9854
"Stay",47,"male","married","research_development","research_scientist",2,3,2,"Master","technical_degree","non_travel",80,"no",5467
"Stay",56,"female","married","sales","sales_executive",2,2,1,"Doctor","marketing","travel_rarely",80,"no",5380
"Stay",39,"male","married","research_development","manufacturing_director",2,3,1,"College","medical","travel_rarely",80,"no",5151
"Stay",38,"female","divorced","research_development","research_scientist",2,2,2,"Bachelor","medical","travel_frequently",80,"yes",2133
"Stay",58,"female","married","sales","manager",4,3,4,"Bachelor","life_sciences","travel_rarely",80,"yes",17875
"Leave",32,"female","single","research_development","research_scientist",1,4,3,"College","life_sciences","travel_frequently",80,"yes",2432
"Stay",38,"male","divorced","research_development","research_scientist",1,3,4,"College","life_sciences","travel_rarely",80,"no",4771
"Stay",49,"male","married","research_development","research_director",5,3,4,"Below College","life_sciences","travel_frequently",80,"no",19161
"Stay",42,"male","divorced","sales","sales_executive",2,3,4,"Master","marketing","travel_rarely",80,"yes",5087
"Leave",27,"female","married","human_resources","human_resources",1,2,2,"Bachelor","human_resources","travel_frequently",80,"no",2863
"Stay",35,"male","married","sales","sales_executive",2,3,1,"Master","medical","travel_rarely",80,"no",5561
"Stay",28,"male","single","research_development","research_scientist",1,3,3,"Bachelor","medical","non_travel",80,"no",2144
"Stay",31,"male","divorced","research_development","research_scientist",1,3,1,"College","medical","non_travel",80,"yes",3065
"Stay",36,"male","married","research_development","laboratory_technician",1,4,2,"Master","life_sciences","non_travel",80,"no",2810
"Stay",34,"male","single","sales","sales_executive",3,3,4,"Bachelor","marketing","travel_rarely",80,"no",9888
"Stay",34,"male","divorced","sales","sales_executive",3,3,3,"Master","medical","travel_rarely",80,"no",8628
"Stay",26,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"no",2867
"Stay",29,"male","married","research_development","healthcare_representative",2,3,1,"Bachelor","life_sciences","travel_rarely",80,"no",5373
"Stay",32,"female","divorced","research_development","healthcare_representative",2,3,4,"Master","medical","non_travel",80,"no",6667
"Stay",31,"male","married","research_development","research_scientist",2,1,1,"Bachelor","life_sciences","travel_frequently",80,"no",5003
"Leave",28,"male","divorced","research_development","laboratory_technician",1,2,4,"Bachelor","technical_degree","travel_rarely",80,"no",2367
"Stay",38,"male","single","sales","sales_representative",1,2,1,"Bachelor","life_sciences","travel_rarely",80,"no",2858
"Stay",35,"female","married","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"yes",5204
"Stay",27,"male","single","sales","sales_executive",2,3,4,"Bachelor","marketing","travel_rarely",80,"no",4105
"Stay",32,"male","single","research_development","manufacturing_director",2,2,4,"Master","life_sciences","travel_rarely",80,"no",9679
"Leave",31,"male","married","sales","sales_executive",2,3,4,"Master","marketing","travel_frequently",80,"yes",5617
"Leave",53,"male","single","sales","sales_executive",3,3,1,"Master","life_sciences","travel_rarely",80,"yes",10448
"Stay",54,"female","married","research_development","research_scientist",2,3,3,"College","life_sciences","travel_rarely",80,"no",2897
"Stay",33,"male","divorced","research_development","healthcare_representative",2,3,3,"College","life_sciences","travel_frequently",80,"no",5968
"Stay",43,"male","married","research_development","healthcare_representative",3,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",7510
"Stay",38,"male","married","human_resources","human_resources",1,3,2,"Master","other","travel_frequently",80,"yes",2991
"Stay",55,"male","married","human_resources","manager",5,4,2,"Master","human_resources","travel_rarely",80,"yes",19636
"Stay",31,"female","divorced","research_development","laboratory_technician",1,1,4,"Below College","medical","travel_rarely",80,"yes",1129
"Stay",39,"male","single","sales","sales_executive",4,3,1,"Master","marketing","travel_rarely",80,"no",13341
"Stay",42,"male","single","research_development","research_scientist",2,2,3,"College","life_sciences","non_travel",80,"no",4332
"Stay",31,"female","married","research_development","research_director",3,3,3,"Bachelor","medical","non_travel",80,"no",11031
"Stay",54,"female","single","research_development","manufacturing_director",2,3,1,"Bachelor","medical","travel_rarely",80,"yes",4440
"Stay",24,"male","single","research_development","healthcare_representative",2,2,3,"College","life_sciences","travel_rarely",80,"no",4617
"Stay",23,"male","single","research_development","laboratory_technician",1,3,4,"College","other","travel_rarely",80,"no",2647
"Stay",40,"female","married","research_development","laboratory_technician",2,3,3,"Bachelor","technical_degree","travel_frequently",80,"no",6323
"Stay",40,"female","married","sales","sales_executive",2,3,2,"College","marketing","travel_rarely",80,"no",5677
"Stay",25,"female","married","human_resources","human_resources",1,3,2,"Bachelor","human_resources","travel_rarely",80,"no",2187
"Stay",30,"male","married","research_development","laboratory_technician",1,3,2,"College","medical","travel_rarely",80,"no",3748
"Stay",25,"male","divorced","research_development","laboratory_technician",1,3,3,"Below College","other","travel_rarely",80,"yes",3977
"Stay",47,"male","single","research_development","healthcare_representative",3,3,3,"Bachelor","medical","travel_rarely",80,"no",8633
"Stay",33,"male","divorced","research_development","laboratory_technician",1,2,3,"College","medical","non_travel",80,"no",2008
"Stay",38,"male","married","sales","sales_executive",2,3,2,"Master","life_sciences","travel_rarely",80,"no",4440
"Stay",31,"male","married","sales","sales_representative",1,3,3,"College","life_sciences","travel_rarely",80,"no",3067
"Stay",38,"male","married","research_development","manufacturing_director",2,2,3,"Master","life_sciences","travel_frequently",80,"no",5321
"Stay",42,"male","divorced","research_development","research_scientist",2,3,1,"Master","life_sciences","travel_rarely",80,"yes",5410
"Stay",41,"male","married","research_development","research_scientist",1,3,4,"Bachelor","life_sciences","travel_rarely",80,"no",2782
"Stay",47,"female","married","research_development","research_director",3,3,2,"Below College","medical","non_travel",80,"no",11957
"Stay",35,"male","married","research_development","laboratory_technician",1,3,3,"Master","medical","travel_rarely",80,"yes",2660
"Stay",22,"male","single","research_development","research_scientist",1,3,3,"College","life_sciences","travel_rarely",80,"no",3375
"Stay",35,"male","single","research_development","research_scientist",2,3,3,"Master","medical","travel_rarely",80,"no",5098
"Stay",33,"female","married","research_development","healthcare_representative",2,3,4,"College","medical","travel_rarely",80,"yes",4878
"Stay",32,"female","single","research_development","laboratory_technician",1,2,2,"Master","life_sciences","travel_rarely",80,"no",2837
"Stay",40,"male","married","research_development","laboratory_technician",1,3,4,"Master","life_sciences","travel_rarely",80,"no",2406
"Stay",32,"male","married","sales","sales_representative",1,2,2,"Master","medical","travel_rarely",80,"no",2269
"Stay",39,"male","single","research_development","research_scientist",2,3,4,"Below College","life_sciences","travel_rarely",80,"no",4108
"Stay",38,"female","married","research_development","research_director",3,1,3,"Bachelor","medical","travel_rarely",80,"no",13206
"Stay",32,"female","married","sales","sales_executive",3,3,4,"Master","marketing","travel_rarely",80,"no",10422
"Stay",37,"female","married","research_development","research_director",3,4,4,"Bachelor","life_sciences","travel_rarely",80,"yes",13744
"Stay",25,"female","divorced","sales","sales_executive",2,3,3,"College","other","travel_rarely",80,"yes",4907
"Stay",52,"male","divorced","sales","sales_representative",1,3,4,"Master","life_sciences","non_travel",80,"no",3482
"Stay",44,"male","single","research_development","research_scientist",1,3,4,"Bachelor","medical","travel_rarely",80,"yes",2436
"Stay",21,"male","single","sales","sales_representative",1,3,1,"Below College","medical","travel_rarely",80,"yes",2380
"Stay",39,"male","single","research_development","manager",5,3,4,"Bachelor","life_sciences","non_travel",80,"no",19431
"Leave",23,"male","married","sales","sales_representative",1,3,1,"Bachelor","marketing","travel_frequently",80,"no",1790
"Stay",36,"female","married","sales","sales_executive",3,2,4,"Bachelor","medical","travel_rarely",80,"no",7644
"Stay",36,"female","divorced","research_development","manufacturing_director",2,3,2,"College","life_sciences","travel_frequently",80,"no",5131
"Stay",56,"male","divorced","research_development","healthcare_representative",2,3,3,"Master","life_sciences","non_travel",80,"no",6306
"Leave",29,"male","married","research_development","research_scientist",1,3,4,"Master","medical","travel_rarely",80,"yes",4787
"Stay",42,"male","married","research_development","manager",5,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",18880
"Leave",56,"male","married","research_development","laboratory_technician",1,3,3,"College","technical_degree","travel_rarely",80,"no",2339
"Stay",41,"female","married","research_development","manufacturing_director",4,2,2,"Master","life_sciences","travel_rarely",80,"no",13570
"Stay",34,"female","married","sales","sales_executive",2,2,3,"Bachelor","marketing","travel_rarely",80,"no",6712
"Stay",36,"male","divorced","sales","sales_executive",2,1,4,"Master","marketing","non_travel",80,"no",5406
"Stay",41,"male","divorced","sales","sales_executive",2,2,2,"Bachelor","life_sciences","travel_rarely",80,"no",8938
"Stay",32,"male","single","research_development","research_scientist",1,3,1,"Bachelor","technical_degree","travel_rarely",80,"no",2439
"Stay",35,"female","single","human_resources","human_resources",3,3,4,"Master","life_sciences","travel_rarely",80,"yes",8837
"Stay",38,"female","married","sales","sales_executive",2,3,4,"College","life_sciences","travel_rarely",80,"no",5343
"Leave",50,"male","divorced","sales","sales_executive",2,3,3,"Master","life_sciences","travel_frequently",80,"no",6728
"Stay",36,"female","married","sales","sales_executive",2,2,4,"Master","marketing","travel_rarely",80,"no",6652
"Stay",45,"female","single","sales","sales_executive",2,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",4850
"Stay",40,"male","single","research_development","research_scientist",1,2,3,"Master","life_sciences","travel_rarely",80,"no",2809
"Stay",35,"male","married","research_development","healthcare_representative",2,3,3,"Master","life_sciences","travel_frequently",80,"yes",5689
"Stay",40,"female","married","research_development","research_scientist",1,3,3,"Master","medical","travel_rarely",80,"no",2001
"Stay",35,"female","married","research_development","research_scientist",1,1,4,"Master","life_sciences","travel_rarely",80,"no",2977
"Stay",29,"male","married","research_development","laboratory_technician",2,2,2,"College","other","travel_rarely",80,"yes",4025
